ID,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10
2278,4100.026,4912.1,118100,999,17,29,172,6,10,2100
2279,1984.125926,4956,10503,1242,7,8,39,6,1,3900
2280,4013.239,6863.2,13972,1395,17,32,183,6,1,9400
2281,23949.6,33674.8,606,1199,0,24,202,6,0,4350
2282,3999.947,5572.5,168508,1560,7,19,23,3,12,1050
2284,4300,7291.7,2682,1591,7,11,387,6,0,6100
2285,3335.433333,4118.5,21748,1399,11,24,76,6,1,7100
2286,9400.048,13701.7,146447,3222,17,20,155,3,14,3250
2287,5500.061,7214.7,147111,1896,7,32,186,3,10,2200
2288,4117.65,3612.9,15614,1398,17,24,140,6,1,5300
2291,5399.982,10924.4,52885,1198,17,28,161,6,8,1550
2292,3750.047,11344.5,113240,1364,7,31,377,3,7,1700
2293,8500.051,6479.7,71807,1197,7,32,191,6,8,2700
2294,7199.976,6708.2,96027,1498,7,20,48,6,10,2000
2295,5500.061,6214.8,81967,1398,17,31,82,6,11,2650
2296,2699.991,3559.7,186423,1242,7,9,217,6,9,1350
2297,7100.016,8686.2,162337,1995,7,2,0,3,11,2350
2298,2633.055556,3387.7,22278,1398,17,24,67,6,1,5300
2300,7896.218095,13751.5,12700,1995,17,2,32,3,1,12500
2301,10316.00182,10861.3,23812,1197,7,27,228,6,2,6200
2302,15714.3,22167.9,14890,999,0,32,195,6,1,6500
2303,5695.144444,9862.9,16974,1560,17,25,40,3,1,11000
2304,12499.998,6862.8,24629,1560,14,6,104,3,3,4150
2305,3450.048,4216.2,125495,1388,14,9,166,6,11,1100
2306,3999.947,4984.4,185604,1896,14,27,345,3,13,1550
2307,6849.997,7668.2,96233,1598,14,19,23,6,10,1250
2309,3510.5,4630.4,138580,1240,14,23,253,6,10,925
2310,23844.5,18393.2,3263,1968,17,32,277,3,1,10700
2311,9700.047,9044.9,30445,1149,7,26,128,6,3,4750
2312,13109.2,5000.3,10970,1368,7,15,297,6,1,6900
2313,6723.5,5876.1,213020,2435,17,33,357,6,14,1500
2315,13277.3,16947,14141,1388,7,9,89,6,2,3300
2316,6840.34,15572.9,20136,1498,7,32,178,6,1,8200
2319,1351,11403,15157,999,7,1,51,6,1,7200
2321,5000.023,7186.4,82698,1229,7,24,139,6,10,1650
2322,24159.7,28844,50423,1968,7,32,343,3,3,11600
2323,4799.984,6802.4,164531,1997,17,25,37,3,9,2100
2324,3335.433333,7863.2,18151,1598,17,24,76,3,1,6800
2326,3397.72697,7496,13615,1197,7,26,241,6,0,7900
2327,8799.176882,26282.2,22265,1998,17,2,8,6,1,8500
2328,3099.989667,7994.5,180697,2993,7,2,372,3,11,5300
2329,14299.992,16545.6,158289,2987,7,20,236,3,12,4550
2330,6800.017,15000,46649,1332,16,22,130,6,6,1050
2331,5249.9825,11961.4,123485,1598,7,32,90,3,5,5500
2332,6100.059,8281.3,101940,1242,7,9,164,6,6,2300
2333,5183.402,6009.1,159427,1896,17,32,113,3,9,3250
2334,4889.845946,8653.9,12783,2143,7,20,95,3,1,19100
2335,4899.944,5764.5,87787,1229,7,24,138,6,11,875
2336,13999.993,13100.7,36524,1395,7,32,193,6,4,9900
2337,3335.433333,5988,21778,1598,17,24,76,3,1,7100
2338,9439.336842,4274.8,3346,998,17,9,100,6,0,6800
2339,3800.027,8007,106594,1386,17,23,267,6,12,1000
2341,3335.433333,3808.8,26582,1598,17,24,76,3,1,6200
2342,6895.178947,10094,8,1399,17,24,76,6,0,7100
2343,8277.3,7334.1,74,1490,17,24,205,6,0,14200
2345,13900.033,13999.7,43674,1197,14,32,282,6,2,4500
2347,3899.987,5022.8,140868,1198,7,28,304,6,11,1400
2348,3340.325,3987.6,6766,998,7,15,303,6,1,5700
2349,1936.98,6908.4,5024,999,17,28,269,6,0,8800
2352,3900,3887,193726,1998,0,19,45,3,11,850
2353,19399.975,11086.5,24632,1395,14,1,52,6,3,10100
2354,13799.954,14761.6,157828,2993,7,2,33,3,7,4600
2355,5815.3872,6372,154101,1598,7,32,189,3,8,2900
2356,2950.01,2845.2,213001,1796,7,24,363,6,12,1900
2357,4499.985,3512.2,155204,1498,7,20,48,6,13,1250
2358,4799.984,8235.3,100220,1390,17,28,161,6,10,1850
2360,5526.0149,7723.1,187244,1390,7,28,161,6,7,1450
2362,8749.951,7749.3,42529,1598,17,25,29,6,7,3700
2363,2099.993,4585.9,138064,1984,7,32,264,6,19,825
2364,5099.983,6554.9,48721,1332,7,22,130,6,9,1100
2365,4050.046,2846.4,123975,1596,7,9,166,6,10,1250
2366,3965.5917,4466.1,171483,1199,0,32,284,3,7,2700
2367,2600.031,3121.5,172749,1598,7,24,76,6,14,1400
2368,6200.019,6299.8,101378,1598,7,27,204,6,8,1900
2369,5749.802333,4936.8,133367,1896,17,32,187,3,12,2200
2370,2900.03,3519.1,216459,1390,17,28,304,6,9,1350
2371,10350.025,13330.2,18036,998,17,31,377,6,2,4800
2372,5999.98,7516.8,70717,1368,14,8,288,6,8,1700
2373,16000.026,15957.9,163322,5462,7,20,308,6,12,7100
2374,20924.4,25046.9,20412,1498,7,32,183,6,1,9100
2375,8000.013,7360.9,136669,2148,17,20,154,3,14,3250
2376,7250,26100.3,2514,2967,7,1,62,3,0,51500
2377,6500.018,5793.3,101963,1597,7,2,0,6,11,2300
2378,5300.022,5381.5,109002,1390,7,32,187,6,13,1850
2379,23109.2,1362.6,16277,2488,15,19,145,6,2,12000
2380,14299.992,7870.5,17329,1598,7,24,81,3,2,4600
2381,3927,5300,112214,1242,7,9,217,6,6,1500
2382,9877,8097.6,36102,1242,17,8,39,6,4,2250
2383,3800.027,4210.5,106013,1364,14,24,342,6,11,1600
2384,8300.012,7466.7,241945,2993,20,2,38,3,9,3800
2385,9599.968,13417.1,107015,1598,7,1,55,3,8,3800
2386,2160.857143,4054.4,2012,999,7,28,299,6,0,4250
2387,9200.009,11226.1,154196,1796,7,20,307,6,14,4150
2388,7799.974,7519.2,32426,1598,7,25,17,6,8,2850
2389,4499.985,2573.4,77425,1992,7,20,48,3,12,2200
2390,4856.773077,3908.1,27931,1968,17,27,228,3,1,9100
2391,7000.056,7007.6,94857,1390,17,32,191,6,9,2300
2392,11900,9518.3,80700,1598,17,2,0,6,7,4750
2393,5200.062,15159.9,90903,1598,7,24,77,6,11,500
2394,6899.977,11361.5,106034,1998,17,31,84,3,9,2350
2395,3697.5,4327,184520,1968,0,1,56,3,13,2150
2396,3599.988,5000,126702,1332,17,22,130,6,9,975
2397,5000.023,15546.2,117499,1124,14,22,130,0,5,1150
2399,4856.773077,6034.1,14217,1798,9,27,228,6,1,11000
2400,4100.026,4534.9,74435,998,7,24,139,6,9,1100
2401,8500.051,7054.8,140893,1598,14,24,76,6,7,4950
2402,9649.948,6388.8,83942,1368,17,8,71,6,8,5100
2403,3905.111111,5953.1,22088,1956,14,24,205,3,1,10300
2404,6175.1956,7220.1,122728,1595,17,1,54,6,11,2700
2405,7900.053,7132.3,206758,1968,7,32,277,3,10,2600
2406,16638.7,4257.2,26888,1364,0,24,260,6,1,8400
2408,11000.003,15000,125096,1991,7,20,88,3,8,2750
2409,4013.239,10079.4,10748,1498,11,32,183,6,1,11400
2410,3099.95,4794.1,114697,1149,7,7,314,6,8,1150
2411,18697.5,8806.8,16709,1395,7,32,193,6,1,8000
2412,19663.9,7067.7,2255,1364,17,24,261,6,0,10800
2415,12899.957,14509.7,95807,1390,7,32,319,6,9,2950
2418,6710.674444,4558.9,132335,1968,7,32,277,3,9,4050
2420,23500.001,13831.8,64696,1968,7,32,322,3,4,8600
2421,3989.951,5341.4,93005,1332,7,22,130,6,12,775
2422,5324.0124,7195.5,108580,1598,7,26,241,6,7,3250
2423,6500.018,11951.7,137405,1390,14,32,189,6,9,1950
2424,10100.006,9094.2,33824,1461,7,7,315,3,3,2450
2425,4320.0094,7058.6,172203,2141,7,20,154,3,14,2700
2427,5900.7375,5161.2,1046,1498,17,32,183,6,0,13600
2428,6124.9895,8093.5,52103,1398,7,24,139,6,4,3700
2429,8999.97,10066.2,228626,1896,7,32,113,3,11,1200
2430,8600.011,10814.2,13055,1595,17,32,186,6,10,2050
2434,16386.5,11213,9082,1422,7,1,52,3,0,7500
2435,6100.059,3680.9,148234,1968,17,32,183,3,10,2700
2437,3299.989,3193.8,122369,1598,17,26,241,6,12,1300
2438,5799.941,6308.9,133132,1198,17,28,161,6,6,2950
2439,4856.773077,9819.5,7849,1395,17,27,228,6,1,8800
2440,5600.021,7418,117949,1598,14,27,204,6,9,2050
2441,12437,20706.9,1166,898,0,23,253,6,1,1650
2443,16749.964,18679.8,107709,1968,7,32,193,3,4,7500
2444,8049.993,5937.2,47736,999,7,6,104,6,4,3550
2445,2950.01,3531.2,131243,1368,7,8,200,6,10,1100
2448,6100.059,10800,110133,1582,7,11,384,3,7,3600
2449,4390.75,9665.3,22122,999,17,32,178,6,1,7800
2450,4013.239,13693.9,14018,1598,17,32,183,3,1,5600
2451,16120.44444,7311.5,341,1598,17,1,54,3,0,8600
2452,3653.3,11648.7,64416,1968,7,32,278,3,4,5400
2454,2900.03,2830.4,157800,998,14,31,86,6,9,975
2456,12049.94,10384.2,78919,2231,7,4,114,3,5,3550
2458,4856.773077,5269,16198,1395,17,27,228,6,1,7600
2459,16470.6,9255.4,12868,1598,7,28,268,3,1,9000
2460,2817.138,5112.4,139990,1595,7,32,186,6,14,1250
2461,8699.971,7955.1,173662,1997,7,9,262,3,6,3450
2462,3500.028,12605,155819,1798,0,9,166,6,12,650
2463,8665.027778,6104.8,12108,1995,7,11,350,3,0,12100
2464,2882.36,50000,14318,1582,17,15,118,3,1,2350
2465,3905.111111,8999.8,26096,1598,14,24,205,3,1,8300
2466,6649.958,7602.6,95271,1197,17,28,161,6,8,2250
2467,15899.947,13304.4,90087,1999,7,9,166,6,6,7400
2469,3747.303,9070.5,63082,1596,7,9,169,6,5,5500
2470,5058.333333,4886.5,6825,898,17,23,253,6,0,6100
2471,7499.975,4290.7,51550,1598,14,26,241,6,6,4000
2474,2633.055556,2419.4,24905,1398,17,24,67,6,1,5400
2475,3397.72697,7813.1,23383,1197,9,26,241,6,1,8500
2476,4499.985,5542.3,86673,1198,14,32,283,6,11,1400
2477,4856.773077,11732.5,17589,1798,0,27,228,6,1,6800
2478,9200.009,8255.8,39492,1229,17,24,67,6,3,2450
2479,2999.99,3900,149638,1596,7,9,166,6,13,1450
2480,12750.017,12528.7,70555,1997,17,6,107,3,6,6700
2481,1898.010333,3755.7,128725,1399,7,11,65,6,11,1000
2482,2944.966667,9437.6,3873,1498,9,32,183,6,1,9700
2484,7000.056,6398,158147,1197,14,27,73,6,7,2950
2486,5999.98,6665,182244,1595,7,1,55,6,9,4300
2488,1649.613043,4873.7,23989,999,7,32,282,6,1,5400
2490,5500.061,5732.7,168205,1992,17,20,48,3,11,2300
2491,2999.99,3103.1,141796,1390,7,7,314,6,9,1150
2493,3176.811111,6573.5,7830,999,7,32,354,6,1,4250
2494,1980.393333,6309.4,1556,999,9,27,203,6,1,6400
2495,2380.966667,3202.6,9996,1248,7,15,280,6,1,6200
2496,7506.147368,6049.4,10016,1498,17,32,193,6,1,10800
2498,6100.059,7162.2,129627,1595,7,32,186,6,11,1850
2499,4199.986,4407.8,44828,1124,18,22,131,6,11,825
2500,2650.011,2841.3,134044,998,17,31,86,6,11,1250
2501,4199.986,7086.1,116723,1229,17,24,139,6,6,950
2502,10250.065,10425.5,154674,1995,7,2,32,3,9,2850
2503,6386.793333,6170.7,3013,1197,7,31,82,6,0,7600
2505,8500.051,7576.8,117910,1995,17,2,5,3,11,3750
2506,3565.7,9282.5,7675,998,7,9,166,6,0,3150
2507,12750.017,15312.7,34066,1560,17,6,104,3,2,3100
2508,18499.978,10532.4,70278,1968,17,28,333,3,3,10000
2511,3699.948,8514.8,131426,1598,7,7,314,6,7,2000
2512,5699.981,9289.1,83454,1229,7,24,138,6,10,2400
2514,7499.975,13781.5,96746,1398,7,24,76,6,8,3150
2515,7499.975,7780.7,168031,1995,7,2,32,3,11,3400
2517,3900.6058,14425.4,18825,998,14,11,382,6,3,2800
2518,5999.98,4023,99357,1598,14,32,186,6,13,2050
2520,11500.041,7151.2,22710,998,7,9,164,6,2,4100
2521,3500.028,6850.1,97384,1242,17,8,275,6,9,1150
2522,4899.944,6122.2,182923,1896,7,32,186,3,11,1500
2523,6396.85625,3374.9,26991,1595,7,20,87,6,1,12400
2524,22850.023,20701.9,72201,1997,7,2,371,6,7,9300
2525,7499.975,8149.2,58531,1248,7,11,383,6,4,2950
2526,49579.8,15506.7,23307,1995,7,2,38,3,1,30000
2527,9400.048,13701.7,146447,3222,17,20,155,3,14,2200
2528,3751.5,5383.6,36578,1968,17,32,278,3,1,11400
2529,5200.062,7102,177151,1461,7,26,241,3,7,2350
2531,8749.951,7749.3,42529,1598,17,25,29,6,7,3850
2532,3751.5,24941.2,24868,1968,7,32,278,3,1,6200
2533,5799.941,3186.4,36882,998,7,31,377,6,8,2300
2534,4400.379167,1706.4,20228,1395,7,32,277,6,1,11800
2535,6800.017,11305.3,132478,1198,7,32,284,6,7,3550
2537,9500.008,9273.6,57583,1686,7,24,251,3,7,2900
2539,3850.007,4127,36581,998,7,31,86,6,12,1600
2540,14450.051,12507.5,46887,999,7,1,52,6,3,4250
2541,3570,3700,126491,1598,7,24,77,6,14,1500
2543,7900.053,16700,101048,1870,14,26,249,3,7,1500
2544,14033.6,9655.2,6324,998,17,11,383,6,0,5700
2545,4499.985,5750,135686,1598,0,21,257,6,12,1550
2546,2633.055556,5971.2,10196,1398,7,24,67,6,1,3950
2547,5500.061,3901.1,46630,1397,17,25,17,6,9,2300
2548,8600.011,6775.9,266587,2993,17,2,38,3,10,4400
2549,1633.988889,7097.8,1976,999,7,32,285,6,0,6300
2550,4889.845946,8987.5,25563,1595,7,20,95,6,1,17000
2551,3193.3,18867.1,182558,1364,14,24,138,0,10,2000
2552,6800.017,23000,237676,2148,17,20,97,3,9,2700
2553,12899.957,19302.7,76659,1560,7,33,356,3,5,3450
2554,4460.575,5484.5,3772,998,17,9,164,6,1,5600
2555,7563,5031.9,107458,1560,17,9,169,3,4,3600
2556,7499.975,14924.5,76021,1598,17,23,267,6,8,3050
2559,4450.005,6400,130606,1591,7,15,118,6,10,3250
2560,6500.018,3761.2,229877,1968,17,1,57,3,10,2950
2562,2453.78,6457.3,13484,1197,11,28,299,6,0,7000
2563,8399.972,7864.9,32417,898,14,26,352,6,3,3450
2564,16799.944,17703.6,13738,1197,7,26,247,6,2,7000
2565,7499.975,8478.4,91931,1198,7,32,282,6,8,1700
2566,3899.987,9117.6,98244,1149,0,26,127,6,11,1450
2567,4339.735714,9343.8,12224,1968,7,1,54,3,1,10100
2568,4870.8,8130.4,10616,1199,7,6,151,6,1,4750
2569,8235.3,11638.6,5829,1229,7,24,140,6,1,2550
2570,5399.982,5715.4,64492,1149,7,26,353,6,6,2150
2571,35294.1,17893.5,21248,1950,17,20,154,3,1,19100
2572,7739.998,15147.2,64304,1396,7,15,118,6,6,1650
2573,4899.944,4819.8,51492,1149,7,7,314,6,7,1500
2574,4899.944,4787.6,205985,1968,7,32,186,3,13,2650
2575,7705.697917,13847,83193,1956,17,24,81,3,8,3350
2576,3999.947,3623.7,104195,1368,7,8,200,6,9,1600
2577,7149.996,6379.9,96198,1329,0,31,82,6,9,3300
2578,4555.316667,28698.8,20720,2143,7,20,175,3,1,17900
2579,3599.988,4238.9,89059,998,7,6,101,6,8,1550
2580,1649.613043,4893.6,8034,999,17,32,282,6,1,6200
2581,5574.5,12605,233480,2967,0,32,279,3,12,1150
2582,5489.946,9307,111355,1198,14,32,283,6,11,1300
2583,6599.978,5735.5,134082,1390,7,32,284,6,7,3350
2584,9611.341667,10928.1,6628,1984,14,32,193,6,0,18200
2585,13699.994,9501.8,36298,1422,7,28,161,3,2,4000
2586,3336.385714,4013.4,17287,999,7,32,282,6,1,5200
2587,5084.5011,8466.3,111595,1396,14,11,384,6,8,3350
2588,6895.178947,3958,6614,1399,17,24,76,6,0,5600
2589,9599.968,4433.9,129622,1798,7,31,84,6,8,5700
2590,3046.356727,6664,53177,1198,17,27,203,6,4,3550
2591,4400.025,3410.8,187456,1598,7,19,23,6,12,1400
2592,12147.06,10153.3,15708,1968,7,1,60,3,1,18100
2593,10900.043,10343.9,85826,1197,7,1,54,6,8,4350
2594,16806.7,28343.6,19565,1364,7,24,260,6,1,4100
2595,4700.024,17000,241569,1995,7,2,0,3,12,1500
2597,6100.059,9573.5,157681,1995,17,2,32,6,12,2750
2598,18067.2,11334,11000,999,17,32,183,6,0,8700
2599,2647.066667,9585.1,7931,1598,7,1,51,3,0,6800
2600,22689.1,14345.2,165,1598,7,32,193,3,0,6800
2601,7199.976,4666.2,87029,1796,7,24,77,6,9,3450
2602,5500.061,5560.9,74075,1396,7,11,384,6,10,2600
2604,13699.994,8249.8,90189,1997,14,10,111,6,6,10300
2605,13529.4,9514.6,17433,1582,7,11,384,3,1,4300
2606,24789.9,17288.8,16166,2143,7,20,95,3,1,13600
2607,7000.056,6720.6,81493,1596,7,9,166,6,8,2350
2608,11500.041,7606,50240,1999,14,19,23,6,6,4650
2610,4400.025,4135.2,108200,1586,0,30,336,6,11,2800
2611,6150.039,12500,114667,1699,7,20,48,6,9,1850
2612,12184.9,19461.1,27256,2143,7,20,330,3,1,13400
2613,7299.936,6880.6,108917,1598,7,28,161,3,3,3000
2614,5900.02,9275,78932,1242,7,9,164,6,8,1350
2615,4339.735714,9543.5,22568,1968,17,1,54,3,1,11000
2616,4889.845946,10736.6,13397,2143,7,20,95,3,1,11100
2617,4687.5052,10054.5,102773,1598,14,27,203,6,6,3550
2618,3808,4201.7,97031,998,7,31,377,6,13,725
2619,13445.4,5543.4,2913,1497,14,31,377,5,0,6400
2620,6396.85625,21262.9,2974,1595,0,20,87,6,0,8500
2621,8200.052,7765.2,61043,1497,7,31,286,6,11,3150
2622,8200.052,12510,113266,1995,7,2,32,6,11,3700
2623,2058.82,4902,23986,1595,17,20,48,6,1,13300
2624,9500.008,7766.5,70551,1197,14,27,345,6,5,2250
2625,10000.046,19268.6,136526,1968,14,1,54,3,11,3800
2627,2999.99,4308.1,194351,998,14,31,86,6,11,1250
2628,7600.054,10928.1,150680,1686,17,24,81,3,7,4050
2630,4889.845946,12423.9,16184,2143,17,20,95,3,1,14900
2632,4299.946,5101.6,86632,998,17,24,138,6,11,1500
2633,11500.041,11534.2,144931,1968,7,32,189,3,6,4650
2634,19747.9,13778,14993,1498,7,32,193,6,1,10600
2635,5900.02,4983.3,72669,1242,7,9,217,6,5,1600
2636,9500.008,25347.9,87261,1997,7,9,262,3,8,1600
2637,6500.018,9635.5,109543,1796,7,20,95,6,12,3300
2638,5900.02,6102.1,106888,1242,7,24,69,6,8,1850
2639,6399.939,6090.8,82952,1248,7,11,383,6,4,2950
2641,4799.984,8318.8,86935,1796,7,24,76,6,12,2050
2642,16300.025,14539,44184,1395,7,32,183,6,3,6900
2643,7199.976,6340.7,40526,1120,17,15,303,3,4,3650
2644,3565.7,3978,1528,998,17,9,166,6,0,7000
2645,1159.9882,4715.6,140426,1242,7,9,217,6,4,1250
2646,3905.111111,8098.4,17310,1490,7,24,205,6,1,8200
2647,6840.34,7023,9101,1395,17,32,178,6,1,9700
2648,11500.041,10914.7,75800,2034,7,20,88,6,9,5600
2649,18900.056,18508.7,187743,2987,7,20,154,3,7,8600
2650,10499.965,15500,60049,1197,7,32,191,6,7,1800
2651,1649.613043,7196.6,13041,999,0,32,282,6,1,5300
2652,899.1111111,41642.6,3000,1368,0,14,133,3,0,7000
2653,4799.984,6625,193891,1595,7,1,54,6,12,2050
2656,22900.003,40300,100276,2987,17,20,175,3,6,6100
2657,9500.008,8246.7,140855,1598,7,1,54,3,7,5000
2658,3965.5917,7195.6,101779,1198,17,32,284,6,7,3600
2659,6349.959,9371.9,46810,998,7,15,280,6,5,3200
2660,5924.4,15546.2,83492,1598,7,32,113,3,7,1300
2661,8399.972,9374.8,67181,1329,7,31,377,6,6,2950
2662,4266.8206,3681.2,183132,1364,7,31,135,3,14,1100
2663,6705.05,4808.1,2742,1197,17,26,124,6,0,7600
2664,8600.011,7346.2,41821,1498,7,20,50,6,9,1600
2665,3805.528571,18000,4066,1497,7,31,377,6,0,2750
2666,5799.941,12284,93234,1498,14,20,48,6,10,2050
2667,5000.023,4875.6,115188,1498,7,20,50,6,10,1400
2669,8781.5,7050.3,13082,1242,14,8,39,6,1,5300
2670,2777.499667,3372.7,155273,1598,7,24,251,6,11,1700
2671,16806.7,3286.8,20352,1998,7,19,23,6,1,9000
2672,3751.5,18829.2,25344,1968,0,32,278,3,1,9100
2673,18599.938,17587.4,8618,1389,7,24,260,6,2,7500
2675,4299.946,3216.5,130198,1364,7,24,139,6,10,1700
2676,5643.2125,7546.5,9761,1798,7,31,84,6,0,7000
2677,9075.6,10685.5,20453,1461,7,26,219,3,1,3450
2678,6895.178947,5221.9,16539,1399,7,24,76,6,0,5700
2679,899.1111111,41642.6,3000,1368,0,14,133,3,0,4650
2680,7506.147368,8192.3,17581,1598,17,32,193,3,1,8500
2682,12147.06,15585.9,20608,1968,17,1,60,3,1,21900
2683,4013.239,4271.1,3720,999,17,32,183,6,1,9100
2684,5000.023,5077.1,113504,1598,17,25,29,6,10,1750
2686,12899.957,9799.7,36448,1991,7,20,48,3,7,3500
2687,12852,23446,65711,1396,14,15,118,6,5,3400
2688,3340.0775,3570.6,12181,1398,7,24,138,6,1,5200
2690,2199.953,8403.4,246484,1910,17,24,77,3,13,950
2691,11455.68,31792.9,24962,1595,14,20,96,6,1,10100
2692,482.8380577,9,4054,1199,14,25,20,6,1,3550
2693,14899.99,12712.9,51269,1197,7,32,347,6,5,1800
2694,6699.938,8372.4,74710,1197,7,27,228,6,7,2300
2695,6899.977,3772.6,178601,1870,17,30,199,3,12,3700
2696,4600.064,2683.9,70171,1242,7,8,275,6,7,2100
2697,14600.8,8978.1,20629,1399,14,24,76,6,1,7200
2698,32773.1,10247.4,5277,1984,7,32,343,6,0,18800
2699,5900.02,3841.2,88600,998,17,31,377,6,7,2700
2700,6399.939,4933.9,142809,1248,17,24,81,3,7,1800
2703,8879.823059,6893.5,3926,1364,7,24,260,6,0,10000
2704,2292.5375,9181.4,2163,1197,11,23,294,6,0,8800
2705,8500.051,4437.4,221039,2993,17,2,38,3,12,3500
2706,3204.786275,4643.5,2514,1248,14,15,280,6,0,4950
2708,1633.988889,20804,2980,999,7,32,285,6,0,7700
2709,32352.9,23313.4,4023,1968,17,1,56,3,0,10000
2711,12019,13534.6,217861,2993,9,2,38,3,9,4150
2712,3099.95,3359.9,63853,1086,17,11,382,6,9,1250
2713,4100.026,4225.4,83628,1242,17,9,217,6,8,1550
2714,2000.033,2032,260062,1560,7,25,17,3,11,925
2715,5399.982,5780.5,104132,1498,14,20,48,6,10,2000
2716,6399.939,7126.9,172302,1560,7,9,166,3,7,3450
2717,2647.066667,19269.9,10704,1422,7,1,51,3,0,4850
2718,3905.111111,17274,15040,1956,7,24,205,3,1,6300
2719,10000,6858.7,21840,1248,7,24,138,3,1,3500
2720,3500.028,5882.4,84223,1198,18,32,173,6,10,1150
2722,8629.999,5995.8,6853,1242,7,9,217,6,2,3250
2723,2799.951,4020.9,111030,1398,17,24,138,6,7,2200
2724,7506.147368,5239.2,19810,999,17,32,193,6,1,7400
2725,10924.4,11001,21727,999,17,24,138,6,1,5100
2726,7100.016,7515.6,48972,1598,7,26,249,6,8,2950
2727,10499.965,7148.4,111672,1390,17,32,319,6,9,2950
2728,13499.955,6538.1,117266,1984,7,32,90,6,7,6400
2729,4013.239,25565.5,26152,1984,20,32,183,6,1,10800
2730,5999.98,6238.6,87590,1399,17,9,164,3,7,3300
2732,7506.147368,12849.3,16388,1968,0,32,193,3,1,8200
2733,6100.059,8050,68092,1248,7,11,383,6,4,2750
2736,4100.026,2257,138229,1398,17,31,135,6,11,2100
2737,2400.009,5456.6,107179,1997,14,25,15,6,13,750
2738,2610.2875,4241.8,2398,1229,7,24,67,6,0,6100
2739,4199.986,7086.1,116723,1229,17,24,139,6,6,1500
2741,2860.998,9437.1,78896,1498,7,19,9,6,9,1350
2743,3699.948,4321.1,72571,998,0,6,101,6,11,1500
2745,4400.379167,8279.7,3174,1968,7,32,277,3,1,9200
2746,3200.029,3170,199122,998,17,31,377,6,10,2050
2747,8800.05,5482.5,51070,1242,7,9,164,6,4,4100
2748,5999.98,13445.4,175412,1968,17,1,54,3,12,1950
2749,6899.977,4652.8,72780,1328,0,30,212,6,9,3700
2750,3500.028,12605,155819,1798,0,9,166,6,12,575
2751,4499.985,4938.3,132489,1598,7,24,77,6,10,1950
2752,6200.019,5363.1,154129,1995,17,2,32,6,12,3500
2753,4889.845946,8739.3,13006,1991,7,20,95,3,1,14100
2754,4549.965,4506.6,130917,1242,7,9,164,6,8,1750
2755,8000.013,8051.6,93716,1598,7,32,183,3,6,3150
2756,3739.5,7888.2,232101,2148,17,20,155,3,14,2100
2758,4299.946,4910.9,119981,1298,17,31,377,6,12,1950
2759,6100.059,8676.3,111178,1560,7,19,9,3,7,1750
2760,8800.05,5027.7,14964,1396,17,11,384,6,6,4050
2761,8975.982564,5184.8,32500,2967,5,1,60,3,3,15100
2762,5652.5,4655.9,198606,1998,7,19,45,3,11,925
2763,14500.031,12773,78995,1956,7,24,208,3,5,6100
2764,2999.99,4034.6,200945,1390,7,32,183,6,14,1400
2765,3099.989667,7994.5,180697,2993,7,2,372,3,11,5600
2766,5882.4,9656,212423,1798,7,22,64,3,7,3400
2767,8000.013,30400,98849,1686,7,24,81,3,5,1700
2769,2999.99,4308.1,194351,998,14,31,86,6,11,1050
2770,2499.952,2696.5,94249,1124,7,6,103,6,11,675
2771,1253.78,11364.5,16988,1685,9,15,116,3,1,10600
2772,5900.7375,6675,2671,999,7,32,183,6,0,7200
2773,4199.986,4074.7,51669,1388,7,9,166,6,11,1400
2774,15760.96667,51406.1,5730,2996,7,20,95,6,0,14600
2775,15294.1,14514.3,7344,1560,14,25,11,3,0,6400
2776,7199.976,8098.5,170121,2393,7,1,56,6,15,1150
2777,13999.993,10138.7,103044,1968,7,32,189,3,6,7300
2779,8900.01,8379.8,41110,999,7,24,220,6,3,2300
2780,3099.95,2990.3,118736,1242,17,9,217,6,9,1700
2782,4299.946,4893.2,166737,1390,14,32,183,6,11,1800
2784,23529.4,12358.8,9559,1490,7,24,205,6,1,9100
2785,12605,5806.9,18947,1422,7,32,282,3,1,6300
2786,2799.951,6974.8,115458,1598,14,26,127,6,11,1150
2787,3899.987,9831.9,155190,1591,17,15,118,6,9,1700
2788,2023,8368.9,34720,1242,17,8,39,6,3,5800
2789,4400.379167,9133.4,11418,1968,0,32,277,3,1,7200
2790,5081.564706,7829.4,13538,1598,7,24,260,3,1,10100
2791,10100.006,8502.1,143132,1984,7,1,341,6,11,4700
2792,16120.44444,7258.4,22663,1968,7,1,54,3,0,10000
2793,2352.94,10862.7,24345,2987,7,20,154,3,1,27500
2794,3500.028,7500,102878,1596,17,9,166,6,12,1900
2795,3750,3640.3,20665,1395,7,27,229,6,1,8400
2796,1260.5,30304.7,102473,2191,17,19,46,3,2,6800
2797,4299.946,5398,177036,1596,7,9,166,6,9,1700
2799,2292.5375,5264.8,2951,1461,7,23,294,3,0,11000
2800,2352.94,8549,24841,2987,17,20,154,3,1,20100
2802,10900.043,10337.2,42924,1586,7,30,336,6,4,4850
2805,9611.341667,16397.3,396,1984,17,32,193,6,0,13200
2806,14705.9,5825.8,7205,999,17,32,285,6,0,8300
2807,2626.05,9570.1,19202,898,7,26,125,6,1,2400
2808,6972.074,9711,117385,1198,17,32,282,6,7,2950
