ID,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10
1153,4998,5145.4,161183,1598,7,24,379,6,12,1850
1154,11721.5,14141.9,130774,1968,7,32,277,3,8,4000
1155,3808,8561.5,209196,1390,14,32,282,6,11,1300
1158,3335.433333,4862.4,1200,1399,9,24,76,6,0,7500
1159,2443.696,3486.8,3991,1197,17,28,161,6,0,6800
1160,1984.125926,1826.2,13310,875,7,8,39,6,0,7000
1161,4581.5,4809,64250,1240,14,23,253,6,10,1350
1162,9363.882143,15085,3164,1950,7,20,155,3,0,21600
1163,12495,5157.6,47680,1498,14,20,48,6,5,4050
1165,2377.838167,5937.4,88123,1240,0,23,253,6,7,1050
1166,4641,9500,177240,1997,7,25,26,6,12,1250
1167,2011.36775,4640.5,166073,1598,7,19,23,6,13,1150
1168,7021,4108.8,147124,1595,17,32,183,6,9,2650
1169,13090,11754,146101,1796,7,20,95,6,9,5800
1170,3570,4705.9,171912,1206,14,4,327,6,6,1450
1171,3340.0775,4543.6,432,1364,7,24,138,6,0,5200
1172,3397.72697,9691.6,2397,1598,9,26,241,3,0,8300
1173,2975,7142.9,243206,1198,17,28,161,6,8,1550
1175,23529.4,11450.5,21063,1685,17,11,350,3,0,12900
1178,4641,4636.6,140992,1229,7,24,138,6,11,1500
1180,8746.5,8298.5,46047,1149,14,26,352,6,3,2650
1182,10591,9034.8,49062,1120,7,11,383,3,4,2500
1183,3335.433333,20201.7,9567,1598,7,24,76,3,0,5300
1186,6188,7522.5,167084,1796,14,20,95,6,13,2100
1187,7378,10614,236812,2497,17,2,38,6,12,4000
1188,4889.845946,16570.3,931,2143,7,20,95,3,1,17000
1189,4013.239,11558.9,9376,1395,17,32,183,6,0,9000
1190,20230,23000,151840,4606,7,9,263,6,12,2750
1191,6261.433333,9318.8,6578,1461,7,26,115,3,0,6000
1193,4799.984,7563,70223,1124,14,22,130,6,4,1950
1194,13699.994,37815,53710,999,7,9,166,6,2,2400
1195,4165,5619.6,154802,1998,14,20,95,6,16,1300
1196,6057.355,10054.5,102773,1598,14,27,203,6,6,2650
1197,4284,1904.1,102255,1240,7,23,253,6,10,1500
1200,4889.845946,41097.3,20817,2143,7,20,95,3,0,9300
1201,3176.811111,4910.5,15328,999,7,32,354,6,1,5200
1202,8925,11049.2,98275,2035,17,20,87,6,12,3700
1203,3332,3362.1,215327,1896,7,32,183,3,17,1050
1204,5673.95,25000,14571,1497,7,31,377,6,1,3550
1205,5900.02,5078.7,140132,1368,14,8,70,6,8,1950
1208,16008.4,9329.1,15286,1399,17,24,76,6,1,7500
1209,3340.0775,23000,9850,1398,7,24,138,6,1,1900
1210,6990.92,7252.5,2064,1496,7,19,9,6,1,3550
1211,6069,9000,62187,1798,0,19,45,6,13,925
1213,6009.5,8336.3,79977,1587,14,25,13,6,10,1250
1214,2267.9972,6194.6,169960,1910,7,24,362,3,10,1600
1215,7616,13561.5,89701,1498,14,20,48,6,10,2600
1216,11305,7231.4,33514,1197,17,28,161,6,2,3750
1217,3570,4527.2,240693,1422,7,32,282,3,12,1150
1218,4013.239,12187.2,18,999,17,32,183,6,0,9100
1219,3808,2224.9,135461,1149,7,26,127,6,11,1250
1220,11305,7563.1,131626,1968,17,32,156,3,9,2700
1221,4481.54,14293.3,125673,1595,7,32,183,6,9,2150
1222,11245.5,9251.3,80941,1364,7,24,76,6,5,4200
1223,3927,6608.9,89882,1388,7,9,174,6,12,975
1224,13982.5,10530.2,2878,998,7,11,382,6,1,4800
1225,4013.239,5013.6,14492,1598,7,32,183,3,1,8100
1227,16303,16035,78755,1362,14,24,76,6,5,4900
1228,4509.147339,13753.2,25474,1242,7,8,288,6,4,2600
1229,12376,6724.3,92977,1390,7,1,54,6,8,3950
1230,6426,6054.4,42689,1149,7,7,314,6,8,850
1231,22268.9,16616.1,32200,1798,7,1,54,6,4,8200
1232,6069,10251.1,222251,2720,7,13,310,3,12,1600
1233,14756,8353.4,22054,1197,7,28,299,6,2,5300
1234,8277.316667,4123.4,3324,1997,7,19,145,6,1,15000
1235,10591,8420,160652,1968,7,32,277,3,9,3250
1236,7973,8033.8,188708,1800,7,1,341,3,17,1300
1237,6188,4674.7,106634,1390,17,32,183,6,9,2700
1239,10115,10087.3,53345,1699,17,20,48,6,8,2450
1241,9639,15206.7,43231,1229,14,24,138,6,3,3350
1245,7499.975,9046.5,19010,1242,7,8,275,6,2,2950
1248,5236,2883,344564,2496,17,28,333,3,10,2600
1250,4165,5869.8,132583,1998,14,26,241,6,13,1300
1252,2633.055556,12142.3,3598,1398,7,24,67,6,0,2050
1253,4390.75,8674.6,97889,1686,7,24,81,3,4,3200
1255,11543,13197.5,63200,1364,7,24,76,6,5,4150
1256,9639,14733.1,97401,1796,14,20,95,6,12,2200
1257,5673.95,4787.6,21163,1496,17,31,377,6,1,6700
1258,5600.021,5701.5,55524,1149,7,26,259,6,8,2000
1259,9824.997,11023.5,29304,1400,7,27,203,6,4,2450
1260,3397.72697,10033.2,1058105,1197,9,26,241,6,0,6900
1262,12197.5,10154.3,50957,1398,17,24,67,6,2,5900
1263,7333.0061,22689.1,143474,1968,0,32,183,3,6,5100
1264,4856.773077,8355,3810,1798,7,27,228,6,1,9200
1265,12499.998,12076.9,124561,1798,7,1,56,6,7,6000
1266,16600.5,13861.4,88467,1395,7,27,228,6,3,5700
1267,8925,8848.3,68542,1339,17,10,210,6,7,3200
1268,9163,6905.6,62824,1386,7,23,267,6,5,3200
1269,11305,9392,74586,1984,7,1,56,6,10,3500
1271,4799.984,7815.1,107255,2656,14,15,237,6,10,950
1272,4998,4075.7,84072,1360,17,8,200,6,10,1350
1273,13685,9048.4,5423,1248,17,11,382,6,1,6200
1274,8800.05,7460.3,25342,1248,7,11,383,6,5,1800
1275,7142.9,9947.9,137347,1560,7,9,169,3,7,2600
1276,3899.987,6350,156191,1596,17,9,166,6,12,1450
1277,13685,10432.9,42737,1498,7,20,48,6,6,3500
1278,9520,11776.7,120229,1699,7,20,48,6,7,3100
1280,3340.325,5711.9,19266,1396,14,15,303,3,1,6900
1281,4899.944,4412.7,75670,1598,14,24,251,6,11,1650
1282,10412.5,14894.9,27419,1229,14,24,138,6,4,2250
1283,1785,5882.4,48252,1149,7,26,352,6,9,1550
1284,10115,9619.9,135927,1598,7,24,379,6,5,4100
1285,3905.111111,8734.9,16715,1956,17,24,205,3,0,10100
1286,5831,6805,118858,1598,7,24,251,6,9,2000
1288,14875,6872.8,87891,1197,7,32,183,6,5,5300
1289,24499.958,23818.8,6170,1395,7,1,289,6,0,10100
1290,12852,13571.8,120295,1390,16,28,268,6,6,1500
1291,9493.16875,10739.4,18272,2967,0,1,56,3,1,20700
1292,11999.96,11858.9,81554,1197,7,32,183,6,4,4000
1293,11424,16042.8,105800,1699,14,20,87,6,9,3050
1294,4462.5,2854.9,254801,1896,14,32,183,3,11,1650
1295,10948,4793.1,1935,999,17,26,352,6,0,3650
1296,11067,18662.5,120086,1991,17,20,48,3,6,2300
1298,8984.5,6831.9,191759,1798,17,32,277,6,9,2800
1299,5900.02,8380,94583,1198,7,32,282,6,5,1300
1300,1980.393333,24290.8,15010,999,14,27,203,6,1,2200
1301,3335.433333,9286.3,15333,1399,17,24,76,6,1,8900
1302,12147.06,30387.5,14972,2967,7,1,60,3,1,19500
1303,5831,4553.6,88298,1364,7,24,138,6,8,2050
1304,18445,13586.6,105665,1796,7,20,95,6,5,7900
1306,4369.8,23323,221240,1560,7,6,91,3,6,1600
1307,4339.735714,13880.7,936,1395,17,1,54,6,1,7900
1308,5999.98,5413.5,110588,1595,17,1,54,6,11,4200
1309,3904.257778,9500,115803,1896,17,32,347,3,13,2600
1310,11500.041,16386.5,98895,3726,7,19,112,6,9,5300
1311,4499.985,4662.2,66688,1242,17,8,275,6,5,2000
1312,8913.1,6942.6,13514,1149,17,26,352,6,3,2500
1313,15589,12885.2,48624,1197,17,32,183,6,4,6100
1314,9495.8,13651.5,6901,1398,7,24,138,6,1,3750
1315,6899.977,10081.5,94109,1390,7,32,183,6,9,2050
1316,13000.036,15999,61432,1197,7,1,54,6,6,4000
1317,5673.95,2498.6,14825,1497,7,31,377,6,1,5900
1318,14399,16263.1,163036,1968,7,1,54,3,5,3200
1319,13000.036,11985.4,26980,1422,14,28,162,3,3,7400
1320,8211,4923.7,49995,1242,14,30,328,6,8,3250
1321,5712,4912,67836,1246,7,10,210,6,10,2050
1323,20944,18219.4,37389,1798,7,27,228,6,3,7900
1324,5304.226667,6577.1,44940,1198,7,32,282,6,8,3100
1325,4165,4955,93767,1299,14,9,164,6,10,825
1326,3905.111111,4699.6,11099,1956,17,24,205,3,1,13400
1327,6396.85625,5885.1,1010,2143,18,20,87,3,1,10300
1328,8749.951,18325,76936,1498,7,20,48,6,9,2700
1329,2900.03,3454,143487,1598,7,24,251,6,13,1550
1330,8562.9306,8600.5,36395,1242,7,9,164,6,2,2500
1331,19635.86667,26603.6,7873,2987,7,20,307,3,1,36000
1332,4339.735714,10258.8,26860,1968,7,1,54,3,1,10100
1333,7497,7619.7,94085,1368,7,0,258,6,7,3000
1334,1980.393333,16731.2,6291,999,7,27,203,6,0,3000
1335,10591,8401.6,129899,2494,14,2,38,6,13,4200
1336,6902,5086.7,59825,1149,7,26,352,6,5,2000
1337,4284,1904.1,102255,1240,7,23,253,6,10,1750
1338,7735,6206.2,78044,1198,7,28,161,6,5,2450
1339,36050.4,39709.7,67272,2993,14,2,38,3,3,16100
1341,18445,17705.7,5385,1197,17,32,282,6,2,5900
1342,3750.047,8289,158810,1349,14,19,9,6,10,1400
1343,9916,10691.8,86942,1598,14,25,17,6,4,3750
1344,6249.999,5862.2,92285,1461,7,26,125,3,8,1750
1345,10027.49303,4646.9,27983,1995,17,2,372,3,1,18700
1346,7799.974,12183.7,206517,2497,17,2,38,3,11,2850
1347,2999.99,3787.2,157125,1598,7,24,251,6,13,675
1348,4760,7625.8,3100,1108,17,8,275,6,8,1350
1349,6450.038,5642.5,109346,1587,17,6,91,6,9,4300
1350,9949.947,15048.4,34360,1390,0,32,187,6,10,4000
1351,16806.7,7295.2,11280,1598,14,24,76,3,1,9300
1352,2058.82,4343.1,23413,1595,7,20,48,6,1,12800
1354,6890.766667,10499.8,25700,2143,14,20,176,3,0,18300
1355,3099.95,4424.3,188838,1997,7,25,28,6,13,1200
1357,3340.0775,4945.6,1195,1398,17,24,138,6,1,5400
1358,2409.75,6644.5,117426,1598,7,25,18,6,7,2700
1359,9493.16875,11054.8,2451,1968,17,1,56,3,1,10800
1360,11850.02,10383.8,110223,1968,7,32,156,3,7,5000
1361,1351,5397.2,20267,1422,7,1,51,3,1,8700
1363,4889.845946,5142,16265,1595,17,20,95,6,1,11600
1364,4013.239,12547.9,24595,1395,7,32,183,6,1,10200
1365,3905.111111,15356,15182,1956,7,24,205,3,0,9200
1366,10499.965,23644.2,14779,1242,7,9,164,6,1,2150
1369,4224.5,2436.3,248186,1910,7,24,362,3,9,1900
1370,10222.1,10126.4,218662,2400,17,33,105,3,9,2600
1371,2443.696,6063.5,12551,999,7,28,161,6,0,4200
1372,10924.4,5851.8,17709,1364,14,24,138,6,1,5300
1373,5220.5875,11809.4,6484,1998,17,19,45,6,1,11000
1374,6500.018,5687.4,93593,1198,7,32,282,6,8,2150
1375,3999.947,4984.4,185604,1896,14,27,345,3,12,1400
1376,10900.043,10316.4,56824,1396,7,11,384,6,4,4750
1377,1980.393333,4231.5,21530,1197,7,27,203,6,1,4950
1378,3335.433333,8832.9,16814,1598,7,24,76,3,1,5600
1379,8099.973,7218.6,86304,1390,7,32,191,6,8,3900
1380,6426,5906.7,98754,1390,17,32,282,6,12,1800
1381,4760,6386.6,244877,1794,17,31,137,6,12,1900
1382,8600.011,4552.5,65776,1699,7,20,48,6,8,3750
1383,5507.2,3789.8,11317,1368,7,8,344,6,1,5600
1384,14637,13095.5,102237,1956,17,0,182,3,5,5100
1385,7021,6724.2,205246,1896,17,32,183,3,9,3700
1386,4165,4481.2,133558,1390,7,27,203,6,9,875
1387,4400.379167,8377,13531,1395,11,32,277,6,1,11700
1388,10115,3789,117305,1560,7,25,276,3,6,3600
1389,2731.1,905,71185,1299,20,9,164,6,10,900
1390,4899.944,4596.4,235874,1992,7,20,48,3,9,2150
1391,4499.985,7301.9,137344,1699,17,20,48,6,14,2250
1392,5171.281,11764.7,99976,1796,7,20,95,6,14,2000
1393,10168.1,11392.6,126053,1997,7,9,262,3,3,4750
1395,5117,2330.2,173605,1198,7,28,161,6,10,2000
1396,7491.0024,18809.9,22496,1197,7,32,183,6,2,6000
1397,25210.1,5713.4,3820,2191,14,19,145,3,1,13900
1398,2443.696,3922.5,4176,1197,7,28,161,6,1,5300
1399,6294.96,10271.2,4833,1984,7,32,183,6,2,12600
1400,2100.8,9309.4,139593,1198,17,28,304,6,10,650
1401,13804,11847,82464,1995,7,2,0,6,6,4500
1403,3751.5,6269.8,1789,1968,17,32,278,3,1,11800
1404,1984.125926,5729.6,455,1242,17,8,39,6,1,4750
1405,3335.433333,6417.1,28440,1598,7,24,76,3,1,6100
1407,1649.613043,5745.2,25992,999,17,32,282,6,1,6600
1408,14512.169,6567.7,34015,1598,17,1,51,3,6,4150
1409,2443.696,17052.4,8464,1197,0,28,161,6,1,1150
1410,5260.5,6203.9,9914,1461,17,23,253,3,0,7100
1411,2731.1,5558.6,4475,1461,7,23,213,3,0,9500
1412,4422.225111,8533.8,6335,999,17,28,161,6,1,4100
1414,8999.97,9656.1,7966,1242,7,9,164,6,3,2200
1415,3151.3,3954.3,222486,1686,7,24,76,3,9,1400
1416,2875.142857,4211.1,7302,1582,7,11,384,3,1,7200
1417,2268.9,6110.9,145864,1198,14,32,173,6,8,1050
1418,11250.022,35000,136237,1968,7,1,54,3,5,2500
1419,12257,10598.4,68521,1197,7,32,282,6,5,4200
1420,8448.102091,5153.5,81579,1198,17,32,282,6,5,4300
1421,6902,9400,52478,1598,7,7,314,6,7,1500
1422,8330,7327,192898,1956,7,24,205,3,6,4850
1423,10084,4587.2,159938,1896,14,32,337,3,8,6000
1424,18385.5,15377.8,15667,1197,7,32,183,6,3,3500
1425,4013.239,5621.4,23516,1968,7,32,183,3,1,9700
1426,8500.051,5506.9,36985,998,7,9,164,6,4,4350
1427,37479,22418.2,12680,1968,14,1,60,3,1,17600
1428,4700.024,6895.7,141975,1248,17,24,138,3,10,1900
1430,2443.696,3725.8,19695,999,17,28,161,6,1,4150
1431,2605,3888.2,193215,1461,14,26,352,3,7,1100
1432,7950.033,9620.3,34953,999,14,32,354,6,4,4200
1433,7735,5934.9,46403,998,7,31,86,6,4,3300
1434,6902,4130.2,72572,998,14,15,280,6,6,3000
1435,6862.733333,6462.6,9145,999,17,1,289,6,1,10200
1436,24499.958,32101.3,19669,1598,7,24,76,3,3,5800
1437,5800,3626.3,185503,1560,17,6,91,3,4,3550
1438,8318.1,5669.2,86185,999,7,27,254,6,4,1850
1439,9639,7563.2,47883,1198,17,32,282,6,5,3400
1440,2453.78,6762.7,29651,1422,7,28,299,3,1,5300
1441,9899.967,8425.9,134850,1968,14,32,347,3,9,3750
1442,4339.735714,15477.4,5681,1968,0,1,54,3,1,10200
1444,5099.983,5269.8,107589,1328,14,30,334,6,9,2000
1445,3335.433333,2980.8,21118,1598,7,24,76,3,1,6000
1446,2882.36,6188.3,15678,1582,0,15,118,3,1,7800
1447,4013.239,10450.9,13699,1968,7,32,183,3,1,7500
1448,4013.239,7679.4,958,999,11,32,183,6,1,9300
1451,18499.978,19666.1,28933,1499,7,9,100,3,1,4750
1452,2058.82,8142.1,21305,2143,17,20,48,3,1,16300
1453,9493.16875,8909.4,864,1968,7,1,56,3,1,11100
1455,5852.057143,9900,41732,1149,17,26,352,6,3,1850
1456,3899.987,9755.1,173689,1699,14,20,48,6,11,1750
1457,7249.956,6166.1,137979,1582,18,15,118,3,6,2300
1458,4899.944,5450.9,77645,1198,7,28,161,6,8,1750
1460,6500.018,11324.5,99451,1699,7,20,48,6,10,950
1461,7098.058333,3304.6,9080,1968,14,1,290,3,2,14200
1462,4499.985,5981.6,126425,1798,7,9,169,6,11,825
1464,5630.2,5019.4,144410,1198,7,32,282,6,6,2300
1466,7378,7123.5,98178,1360,14,8,296,6,7,2800
1468,4499.985,4318.1,119887,1798,7,19,45,6,11,1750
1469,4013.239,17928.3,20248,1968,7,32,183,3,1,8000
1470,2455.1009,11139.9,154809,1600,7,1,54,6,14,1900
1471,5650.001,8137.6,164742,1968,7,1,54,3,11,2850
1472,10115,10229.8,87714,1598,16,32,282,3,7,3500
1473,8749.951,13949.6,193200,1995,7,2,23,3,8,2750
1475,3899.987,5434.3,172187,1560,14,25,17,3,10,2350
1476,5295.314286,4744.2,3546,1197,7,23,294,6,1,12400
1478,13600.034,7801.6,486,1398,7,24,138,6,0,5000
1479,2788.078462,8189.1,94961,1242,17,9,164,6,9,2100
1480,4641,5368.6,93965,1598,7,20,48,6,15,600
1481,5831,10112.1,138728,1984,14,1,56,6,16,1700
1482,29155,14877.4,69479,2497,14,2,378,6,7,13700
1483,8449,5482.5,112682,1397,17,26,246,6,8,3700
1484,9299.969,11163.1,55538,1398,17,24,139,6,5,4150
1485,5014,22040.3,18088,1968,7,1,57,3,1,9900
1486,5600.021,8138.7,115504,1368,7,0,258,6,8,2500
1488,6175.029,7933.4,185598,2148,17,20,154,3,16,2800
1489,8330,4962.8,51004,1198,17,32,282,6,7,3800
1490,5950,8403.4,129002,1498,14,20,48,6,12,2100
1491,11364.5,9862.9,37813,1398,7,24,138,6,3,3800
1492,5399.982,7460,139874,1798,7,9,169,6,9,1500
1493,15546.2,9971.2,24250,1997,14,6,106,3,1,8200
1494,5474,4576.6,75059,998,7,31,86,6,6,1300
1495,11007.5,9983.1,111786,1968,14,1,56,3,10,3400
1496,3649.968,7250,152746,1598,17,7,233,6,8,500
1497,3500.028,5882.4,84223,1198,18,32,173,6,9,900
1498,5449.962,5214.4,91585,1598,7,24,76,6,11,1650
1499,2999.99,3735.4,147505,1248,7,24,77,3,11,1650
1501,9249.989,37815.1,95189,1598,14,28,269,3,6,2900
1502,18067.2,33802.3,7575,1197,17,23,294,6,1,7000
1503,4013.239,29411.8,16294,1598,0,32,183,3,0,2400
1505,5081.564706,6709.8,24589,1364,17,24,260,6,0,10300
1506,17000,28522.8,5229,1197,7,26,198,6,0,5300
1507,6510.085,7656.6,19324,1395,17,28,268,6,1,8800
1508,11000.003,13701.6,63493,1598,18,6,106,6,6,3550
1510,1984.125926,4781.2,5039,1242,17,8,39,6,1,6200
1511,4889.845946,23818.7,25429,1595,7,20,95,6,0,10600
1512,7849.954,8631.5,125154,1870,17,26,316,3,8,4250
1513,1649.613043,4106.7,14818,1422,7,32,282,3,1,6000
1514,5355,8655.5,136573,1598,14,21,134,6,14,1750
1515,4460.575,4003.1,17430,998,7,9,164,6,1,4300
1516,2999.99,6983.1,134519,1910,17,8,332,3,10,625
1517,3601.501,8403.4,65226,1086,17,11,382,6,8,625
1518,5220.5875,20008.8,36672,1998,7,19,45,6,1,6400
1519,3335.433333,4718.6,17749,1399,17,24,76,6,1,6600
1522,8925,12000,155938,1995,7,2,0,3,10,1850
1523,2201.5,4084.9,191984,1984,17,27,73,6,12,1500
1524,8231.37875,9762.9,90826,1390,7,32,183,6,6,4000
1525,4013.239,9386.5,7810,1598,7,32,183,3,1,7800
1526,10336.1,5055.5,21681,898,7,26,124,6,0,5600
1527,5200.062,6468.6,111701,1598,7,26,245,6,8,1750
1528,2875.142857,12577,6374,1582,17,11,384,3,0,7000
1529,2799.951,3700,72729,1198,7,32,173,6,9,1150
1530,7693.330167,13330.6,101506,2148,7,20,95,3,9,5700
1531,12300.4,8286.4,19081,1995,17,15,329,3,1,13800
1532,4509.147339,6665,58153,1242,18,8,288,6,5,3000
1533,6510.085,5453.4,11858,1968,19,28,268,3,1,10100
1536,13999.993,12004.5,121568,1968,7,1,57,3,8,5700
1538,2443.696,5485.1,5824,1197,17,28,161,6,1,4300
1539,6299.979,6210.8,56883,999,7,32,354,6,5,1950
1540,4339.735714,9826.8,11438,1395,7,1,54,6,1,12800
1541,3999.947,5056.5,148309,1198,17,28,161,6,8,1900
1542,9348.75,6016.7,20275,1995,17,31,84,3,0,12000
1544,1984.125926,5441.4,16792,875,17,8,39,6,1,6300
1547,11126.5,11941.2,34774,1398,7,24,138,6,2,4150
1548,6782.448842,3197,168400,1595,8,32,183,6,8,4650
1549,3999.947,7338.5,82276,1246,7,10,210,6,11,2150
1550,9750.027,9657.9,147917,2148,7,20,97,3,10,4000
1551,4856.773077,7732.9,3512,1395,11,27,228,6,1,10100
1552,3340.0775,3702.4,619,1398,7,24,138,6,1,4850
1553,6247.5,8528.4,153683,1968,8,32,277,3,13,2050
1554,11999.96,11737.1,94858,1597,7,20,95,6,9,5200
1555,6649.958,7060.5,140739,1582,17,11,384,3,6,3050
1556,3335.433333,18000,23209,1598,7,24,76,3,1,5100
1557,6510.085,6073.1,1876,1598,7,28,268,3,1,7800
1558,13804,12179.1,68765,1390,17,32,183,6,6,5200
1559,1351,15246.4,12345,1395,0,1,51,6,1,5500
1560,3335.433333,6394.5,23356,1598,17,24,76,3,1,8700
1561,11850.02,10383.8,110223,1968,7,32,156,3,7,3050
1562,3340.0775,4954.9,8065,1398,17,24,138,6,1,5500
1563,11300.002,10401.1,34072,1422,17,32,284,3,4,6600
1564,3340.0775,3719.4,9976,1398,17,24,138,6,1,4850
1565,3949.967,7167.7,195961,1598,17,28,161,3,8,2100
1567,4128.331667,6295.6,16428,1199,7,6,104,6,1,6700
1568,4555.316667,48167,15645,2143,0,20,175,3,1,16800
1569,4899.944,3629.8,177273,1968,14,32,186,3,13,2650
1570,3167.51225,4384.4,230367,1796,7,24,77,6,10,1600
1572,4833.343667,9675.6,136131,1560,14,25,31,3,6,2950
1574,4013.239,12792.2,16200,999,0,32,183,6,1,6500
1575,7735,6874,101058,1197,7,28,304,6,7,2100
1576,4700.024,9629.5,125031,1242,7,24,68,6,7,1600
1577,3340.0775,3954.2,8271,1398,17,24,138,6,1,4750
1578,4339.735714,14423,26360,1968,7,1,54,3,1,9300
1579,4299.946,8850,121527,1396,7,10,123,6,12,1550
1580,13499.955,16122.2,105278,1997,14,10,66,6,6,8300
1581,5759.957,6472.2,108512,1390,17,24,76,6,8,2450
1582,4499.985,7294.8,77539,1198,17,28,161,6,8,1750
1583,4013.239,37815.1,23500,1395,0,32,183,6,0,1400
1584,4990.027,7157.9,161789,1991,17,15,329,3,12,2200
1587,5355,3630.7,153495,1399,7,19,9,3,8,1700
1588,4641,5000,67517,1086,14,11,382,6,6,1750
1589,3881.502333,4058.3,69952,999,7,29,381,6,6,1300
1590,2466.671667,7194,234975,1968,7,32,278,3,10,2500
1591,15504.2,10597.7,8923,1197,14,28,299,6,1,6100
1592,6304.111545,8826,65860,1595,7,1,54,6,10,4900
1593,3500.028,9500,142340,1349,7,19,9,6,8,675
1594,5099.983,4731.1,62035,1598,7,0,6,6,9,1300
1595,4339.735714,18355.3,4714,1395,7,1,54,6,1,6500
1596,8403.35,9816.3,17550,1197,7,31,82,6,1,6200
1598,24499.958,22517.9,73245,1997,7,2,32,6,4,10000
1599,4013.239,10064.3,21934,1395,0,32,183,6,1,8700
1602,19159.7,9316.8,10055,1395,7,1,54,6,1,7300
1603,4350.045,3550.8,97822,1364,7,24,76,6,14,1650
1604,4013.239,7903.2,6804,1395,17,32,183,6,1,8100
1605,4400.379167,6854.8,14059,1395,9,32,277,6,1,12700
1607,9201.7,6155.3,15431,999,7,28,161,6,1,4300
1608,4013.239,12580.9,3161,1968,7,32,183,3,1,7000
1609,5500.061,5080.2,86129,1229,14,24,138,6,8,1950
1610,6307,8906,93369,1308,17,19,306,6,12,1400
1611,2699.991,2400.2,195098,1997,7,25,28,6,12,850
1613,4299.946,6868.5,51178,1368,14,8,200,6,9,1200
1614,2380,2780.9,126408,998,14,25,2,6,10,1000
1615,5500.061,5879.3,159638,1992,7,20,48,3,10,2400
1616,3346.063636,12148.5,14819,1968,17,32,343,3,1,17500
1617,5081.564706,6484.6,23432,1364,7,24,260,6,1,9500
1618,3340.0775,2691.9,24036,1398,7,24,138,6,1,5200
1619,15403.4,13065.6,10370,1399,7,24,76,6,1,6200
1620,4249.966,10900,50171,1388,17,9,166,6,11,1400
1621,4799.984,4203.3,56221,1086,7,11,382,6,8,1400
1622,4339.735714,50000,9828,1395,14,1,54,6,0,6900
1623,4013.239,17500.3,2632,1984,7,32,183,6,1,19800
1625,13499.955,15211.7,55095,1390,7,32,277,6,5,5200
1626,2875.142857,7296.5,11366,1582,17,11,384,3,0,9700
1627,4400.379167,8279.5,18674,1395,11,32,277,6,1,12500
1628,10000.046,3381,155155,1984,7,32,156,6,10,3150
1629,5099.983,6122.1,91765,1390,7,32,282,6,12,1900
1630,3500.028,4681,119002,1242,14,9,217,6,9,2100
1631,5695.144444,13316.4,3088,1560,7,25,40,3,0,13450
1632,5890.5,5608.1,64145,998,7,24,138,6,9,1450
1633,14161,10310.6,43469,1598,14,21,257,6,4,4150
1634,13000.036,15150.3,31584,1197,7,1,51,6,7,5500
1636,6175.1956,5679.7,201262,1896,7,1,54,3,10,2500
1637,5695.144444,13316.4,3088,1560,7,25,40,3,0,13200
1638,5000.023,7983.2,259865,1968,7,32,277,3,8,1350
1639,4339.735714,7639.4,6734,1498,11,1,54,6,1,11700
1641,9493.16875,9854.7,22551,1968,17,1,56,3,1,10500
1644,5533.5,5546,146369,1390,7,27,203,6,8,2450
1645,11067,21107.2,104965,1390,17,32,183,6,8,1350
1647,23214.3,13493.1,9089,1598,14,32,183,3,0,9400
1648,9639,10924.4,56648,1229,17,24,138,6,5,2250
1649,7249.956,8975.2,95353,1398,7,24,251,6,7,2700
1650,4400.379167,10127.8,18319,1395,9,32,277,6,0,14200
1653,1649.613043,4615.2,14358,999,17,32,282,6,0,4500
1655,3905.111111,11861.3,4566,1956,0,24,205,3,1,11200
1656,31092.4,17355.3,5874,1968,14,1,56,3,1,14100
1657,12147.06,26000.6,370,1968,7,1,60,3,1,16800
1659,5081.564706,6232.1,19013,1364,7,24,260,6,0,7700
1661,16880.25,11872.1,22844,1598,17,32,195,3,1,7200
1663,5283.333333,17750,90321,1968,7,32,339,3,6,4700
1664,5900.02,7040.9,150218,1995,0,2,0,3,12,2800
1665,10950.023,11010.4,175914,2143,7,20,95,3,7,5200
1666,21428.6,10219,6703,1968,17,28,268,3,1,11800
1667,4400.379167,9546.3,11792,1968,17,32,277,3,1,11500
1668,9899.967,8425.9,134850,1968,14,32,347,3,9,3750
1669,7400.015,6485.2,84577,1598,7,7,153,6,5,3800
1670,17599.981,12204.8,10505,1368,17,0,182,6,2,9600
1671,4320.0094,7058.6,172203,2141,7,20,154,3,14,3100
1672,13361.3,7023.7,5017,1582,14,11,384,3,0,8700
1673,3899.987,5264.3,178080,1598,14,21,134,6,12,2000
1674,17563,7228.7,18656,999,14,1,51,6,1,9800
1675,13900.033,8980.6,11,1997,7,25,41,3,5,6400
1676,3900.6058,7168.1,48169,998,7,11,382,6,3,4500
1677,17563,11252.6,24579,1598,17,32,178,3,1,9400
1678,1984.125926,3385.2,6848,1242,17,8,39,6,1,6500
1679,5250.042,10504.2,152029,1794,18,31,137,6,11,1700
1680,2950.01,3459.3,147850,1598,7,26,259,6,12,550
1681,10499.965,18352,52399,1598,7,24,79,6,3,3850
1683,5355,2615,113480,1595,17,32,183,6,13,1600
1684,7021,7415,45605,1149,7,26,352,6,5,1500
1685,7378,10108,34987,998,17,31,86,6,4,2650
1686,13000.036,19327.7,86148,1796,7,20,155,6,9,4250
1687,4199.986,4037.1,49623,998,7,24,139,6,11,1000
